DATOS HORARIOS 2023_CICEG ,,,,,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDOS,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,03(ppm),SO2(ppm),NO2(ppm),CO(ppm),PM10(µg/m3),PM2.5(µg/m3),TEMP,WS,WD,UV,RADSOL
NOVIEMBRE,23,7,0.002,0.009,0.010,1.37,40,27,13.24,0.22,118.69,0.06,NA
NOVIEMBRE,23,8,0.003,0.010,0.010,1.6,69,28,13.42,0.22,100.86,0.40,NA
NOVIEMBRE,23,9,0.007,0.010,0.009,1.63,93,26,14.87,0.77,131.67,1.52,NA
NOVIEMBRE,23,10,0.016,0.009,0.006,NA,82,14,16.28,0.86,179.46,2.66,NA
NOVIEMBRE,23,11,0.022,0.008,0.005,0.97,35,3,19.05,1.34,216.53,5.62,NA
NOVIEMBRE,23,12,0.028,0.008,0.004,0.78,37,6,20.01,2.59,230.83,5.62,NA
NOVIEMBRE,23,13,0.028,0.008,0.003,0.71,29,9,20.41,3.96,240.06,4.66,NA
NOVIEMBRE,23,14,0.030,0.007,0.003,0.67,41,2,21.14,5.05,229.46,7.19,NA
NOVIEMBRE,23,15,0.033,0.007,0.003,0.7,43,3,22.00,4.58,219.56,5.67,NA
NOVIEMBRE,23,16,0.034,0.007,0.004,0.74,35,4,22.74,4.46,197.93,4.82,NA
NOVIEMBRE,23,17,0.035,0.007,0.003,0.72,29,9,22.65,4.23,203.68,2.30,NA
NOVIEMBRE,23,18,0.030,0.008,0.004,0.82,24,13,21.67,4.75,197.73,0.62,NA
NOVIEMBRE,23,19,0.019,0.008,0.008,1.25,28,17,20.12,3.32,186.35,0.07,NA
NOVIEMBRE,23,20,0.014,0.008,0.008,1.17,41,23,18.31,2.99,194.00,0.06,NA
NOVIEMBRE,23,21,0.012,0.007,0.008,1.16,44,14,17.11,1.97,201.37,0.06,NA
NOVIEMBRE,23,22,0.015,0.007,0.006,0.91,39,16,16.23,1.88,218.86,0.06,NA
NOVIEMBRE,23,23,0.012,0.007,0.006,0.9,29,11,15.31,0.13,171.88,0.06,NA
NOVIEMBRE,24,0,0.014,0.007,0.006,0.74,30,8,14.55,0.49,87.03,0.06,NA
NOVIEMBRE,24,1,0.014,0.008,0.005,0.75,32,18,13.61,0.14,100.35,0.06,NA
NOVIEMBRE,24,2,0.007,0.009,0.007,0.8,29,11,12.76,0.14,99.31,0.06,NA
NOVIEMBRE,24,3,0.006,0.009,0.007,0.72,25,6,11.83,0.13,81.79,0.06,NA
NOVIEMBRE,24,4,0.005,0.009,0.006,0.68,24,11,11.06,0.13,70.03,0.06,NA
NOVIEMBRE,24,5,0.006,0.008,0.006,0.64,24,10,10.41,0.13,47.24,0.06,NA
NOVIEMBRE,24,6,0.005,0.009,0.006,0.67,18,6,9.73,0.13,170.07,0.06,NA
NOVIEMBRE,24,7,0.004,0.008,0.006,0.81,19,13,9.47,0.13,240.86,0.06,NA
NOVIEMBRE,24,8,0.003,0.009,0.006,1.38,33,13,10.16,0.13,49.46,0.46,NA
NOVIEMBRE,24,9,0.005,0.011,0.009,1.99,64,8,14.04,0.17,124.29,2.08,NA
NOVIEMBRE,24,10,0.016,0.010,0.008,1.38,90,18,16.97,0.75,198.43,4.38,NA
NOVIEMBRE,24,11,0.024,0.009,0.005,0.98,48,14,18.55,1.58,207.06,6.56,NA
NOVIEMBRE,24,12,0.029,0.009,0.006,0.98,37,5,20.11,1.28,201.56,8.41,NA
NOVIEMBRE,24,13,0.038,0.009,0.004,0.87,33,6,21.64,1.10,227.01,9.15,NA
NOVIEMBRE,24,14,0.040,0.009,0.005,0.82,29,2,23.00,1.56,206.60,8.59,NA
NOVIEMBRE,24,15,0.038,0.011,0.007,NA,28,3,23.64,2.17,195.41,6.95,NA
NOVIEMBRE,24,16,0.040,0.010,0.005,0.93,39,6,24.64,2.16,222.69,4.74,NA
NOVIEMBRE,24,17,0.041,0.011,0.005,0.83,34,5,24.95,1.50,160.93,2.44,NA
NOVIEMBRE,24,18,0.037,0.010,0.007,0.88,31,10,24.56,0.84,135.16,0.66,NA
NOVIEMBRE,24,19,0.009,0.011,0.017,1.57,34,24,21.99,1.25,105.68,0.07,NA
NOVIEMBRE,24,20,0.003,0.013,0.017,2.56,88,34,19.14,1.25,134.23,0.06,NA
NOVIEMBRE,24,21,0.003,0.014,0.017,3.59,179,36,17.72,0.74,153.15,0.06,NA
NOVIEMBRE,24,22,0.002,0.013,0.017,2.94,177,36,15.93,0.39,77.99,0.06,NA
NOVIEMBRE,24,23,0.002,0.012,0.015,2.63,143,30,14.34,0.13,150.88,0.07,NA
NOVIEMBRE,25,0,0.002,0.012,0.013,2.3,137,40,13.05,0.13,188.12,0.06,NA
NOVIEMBRE,25,1,0.002,0.012,0.012,2.15,120,25,12.31,0.14,94.98,0.06,NA
NOVIEMBRE,25,2,0.002,0.013,0.012,2.3,125,37,11.78,0.14,209.94,0.06,NA
NOVIEMBRE,25,3,0.002,0.012,0.011,2.14,97,35,10.98,0.14,90.93,0.07,NA
NOVIEMBRE,25,4,0.003,0.011,0.011,1.69,109,33,9.80,0.14,91.68,0.07,NA
NOVIEMBRE,25,5,0.006,0.009,0.011,1.19,68,19,8.76,0.13,225.61,0.06,NA
NOVIEMBRE,25,6,0.012,0.009,0.007,0.94,57,16,8.39,0.14,243.94,0.07,NA
NOVIEMBRE,25,7,0.003,0.011,0.011,1.66,35,28,8.52,0.13,110.11,0.07,NA
NOVIEMBRE,25,8,0.004,0.013,0.012,1.89,118,34,8.72,0.13,300.22,0.44,NA
NOVIEMBRE,25,9,0.011,0.010,0.013,1.83,88,4,13.56,0.13,127.10,1.99,NA
NOVIEMBRE,25,10,0.014,0.015,0.014,1.97,89,20,17.40,0.83,147.03,4.12,NA
NOVIEMBRE,25,11,0.028,0.017,0.008,1.29,99,14,19.67,1.75,147.43,6.45,NA
NOVIEMBRE,25,12,0.039,0.014,0.006,NA,72,8,21.62,1.96,146.36,8.20,NA
NOVIEMBRE,25,13,0.043,0.012,0.005,0.87,46,2,23.08,2.66,184.36,8.91,NA
NOVIEMBRE,25,14,0.042,0.010,0.006,0.83,35,2,24.51,2.27,211.89,8.46,NA
NOVIEMBRE,25,15,0.048,0.009,0.005,0.85,29,2,25.91,1.96,214.77,6.75,NA
NOVIEMBRE,25,16,0.041,0.010,0.005,0.96,31,4,26.07,2.25,202.39,4.73,NA
NOVIEMBRE,25,17,0.038,0.009,0.006,0.74,26,4,25.81,2.51,207.70,2.44,NA
NOVIEMBRE,25,18,0.032,0.009,0.008,0.77,27,11,25.29,2.31,186.42,0.67,NA
NOVIEMBRE,25,19,0.011,0.010,0.014,1.58,30,24,23.27,1.89,190.66,0.07,NA
NOVIEMBRE,25,20,0.015,0.010,0.011,0.83,74,20,20.87,2.54,241.90,0.06,NA
NOVIEMBRE,25,21,0.005,0.009,0.015,NA,61,19,18.40,1.11,227.35,0.06,NA
NOVIEMBRE,25,22,0.003,0.011,0.015,1.71,70,24,17.32,1.28,191.05,0.06,NA
NOVIEMBRE,25,23,0.008,0.010,0.010,1.17,87,14,16.68,1.53,190.02,0.06,NA
NOVIEMBRE,26,0,0.003,0.010,0.012,1.49,48,16,15.21,0.25,131.97,0.06,NA
NOVIEMBRE,26,1,0.002,0.010,0.012,1.68,74,23,13.30,0.37,243.97,0.06,NA
NOVIEMBRE,26,2,0.003,0.008,0.011,1.5,85,18,12.18,0.69,304.33,0.06,NA
NOVIEMBRE,26,3,0.005,0.007,0.008,NA,65,13,11.47,0.14,300.36,0.06,NA
NOVIEMBRE,26,4,0.009,0.007,0.007,0.86,43,13,10.71,0.29,202.12,0.06,NA
NOVIEMBRE,26,5,0.004,0.007,0.007,0.91,32,13,10.38,0.16,159.14,0.06,NA
NOVIEMBRE,26,6,0.005,0.007,0.007,0.92,31,7,9.47,0.20,294.03,0.06,NA
NOVIEMBRE,26,7,0.005,0.007,0.007,0.92,31,13,8.99,0.16,303.39,0.06,NA
NOVIEMBRE,26,8,0.005,0.008,0.007,1.23,25,8,9.65,0.18,285.15,0.45,NA
NOVIEMBRE,26,9,0.009,0.009,0.008,1.54,41,11,13.69,0.13,193.76,2.05,NA
NOVIEMBRE,26,10,0.020,0.008,0.009,1.39,57,18,17.52,0.14,201.93,4.35,NA
NOVIEMBRE,26,11,0.030,0.008,0.007,1.19,50,14,20.89,0.62,218.14,6.75,NA
NOVIEMBRE,26,12,0.038,0.008,0.005,0.98,35,7,24.13,1.10,226.37,8.52,NA
NOVIEMBRE,26,13,0.033,0.008,0.004,0.91,20,2,25.20,1.84,204.61,9.19,NA
NOVIEMBRE,26,14,0.037,0.007,0.003,0.78,17,2,25.16,1.99,197.44,8.60,NA
NOVIEMBRE,26,15,0.041,0.007,0.004,0.78,16,2,26.03,1.52,157.88,6.94,NA
NOVIEMBRE,26,16,0.040,0.007,0.005,0.9,19,4,26.75,1.67,175.62,4.74,NA
NOVIEMBRE,26,17,0.035,0.008,0.005,0.97,21,6,26.46,1.62,139.31,2.39,NA
NOVIEMBRE,26,18,0.033,0.007,0.006,0.91,22,19,24.05,0.76,97.63,0.55,NA
NOVIEMBRE,26,19,0.018,0.007,0.010,NA,21,16,21.70,1.44,59.10,0.07,NA
NOVIEMBRE,26,20,0.007,0.007,0.012,1.24,45,13,19.00,0.90,155.81,0.06,NA
NOVIEMBRE,26,21,0.003,0.009,0.015,1.97,74,23,18.45,1.68,228.36,0.07,NA
NOVIEMBRE,26,22,0.003,0.009,0.014,1.8,86,22,17.35,0.58,62.85,0.06,NA
NOVIEMBRE,26,23,0.003,0.008,0.012,1.56,87,16,16.27,0.78,206.51,0.06,NA
NOVIEMBRE,27,0,0.003,0.009,0.012,2.13,59,20,15.57,0.94,152.73,0.06,NA
NOVIEMBRE,27,1,0.008,0.009,0.009,1.15,96,18,15.83,1.25,81.64,0.06,NA
NOVIEMBRE,27,2,0.002,0.011,0.011,1.65,57,19,14.58,0.61,215.15,0.07,NA
NOVIEMBRE,27,3,0.004,0.010,0.009,NA,72,13,14.28,1.07,240.06,0.06,NA
NOVIEMBRE,27,4,0.002,0.009,0.010,0.92,46,20,13.38,0.84,251.61,0.06,NA
NOVIEMBRE,27,5,0.005,0.009,0.008,0.82,53,22,12.15,0.14,269.86,0.06,NA
NOVIEMBRE,27,6,0.006,0.009,0.007,0.78,49,21,11.48,0.13,297.58,0.06,NA
NOVIEMBRE,27,7,0.003,0.011,0.010,1.23,42,22,11.22,0.13,200.76,0.06,NA
NOVIEMBRE,27,8,0.002,0.013,0.010,2.64,64,30,11.90,0.14,168.11,0.29,NA
NOVIEMBRE,27,9,0.003,0.014,0.010,2.32,106,23,13.40,0.28,212.28,1.10,NA
NOVIEMBRE,27,10,0.006,0.013,0.010,2.26,86,25,15.12,0.71,222.31,3.04,NA
NOVIEMBRE,27,11,0.020,0.011,0.009,1.56,99,21,18.86,1.35,181.26,5.29,NA
NOVIEMBRE,27,12,0.027,0.010,0.006,NA,86,22,20.00,2.56,178.28,4.73,NA
NOVIEMBRE,27,13,0.031,0.011,0.006,NA,49,7,21.97,2.31,166.67,6.97,NA
NOVIEMBRE,27,14,0.034,0.011,0.006,0.99,53,11,22.47,2.18,167.97,5.55,NA
NOVIEMBRE,27,15,0.034,0.011,0.006,0.96,45,7,22.81,1.87,136.73,3.61,NA
NOVIEMBRE,27,16,0.036,0.011,0.006,0.99,36,20,22.39,2.07,199.16,2.13,NA
NOVIEMBRE,27,17,0.032,0.011,0.009,1.18,45,14,22.37,1.89,177.87,1.07,NA
NOVIEMBRE,27,18,0.027,0.013,0.010,1.43,49,27,22.03,2.19,205.38,0.23,NA
NOVIEMBRE,27,19,0.016,0.014,0.012,1.94,71,26,21.40,1.39,247.61,0.06,NA
NOVIEMBRE,27,20,0.008,0.014,0.011,1.84,75,21,20.63,1.59,240.20,0.06,NA
NOVIEMBRE,27,21,0.004,0.013,0.012,1.69,58,18,19.68,1.42,161.59,0.06,NA
NOVIEMBRE,27,22,0.003,0.014,0.012,2.29,65,21,19.02,0.68,111.69,0.06,NA
NOVIEMBRE,27,23,0.003,0.012,0.011,1.82,95,25,18.04,0.64,142.26,0.06,NA
NOVIEMBRE,28,0,0.002,0.013,0.012,1.8,73,21,17.75,1.23,257.55,0.06,NA
NOVIEMBRE,28,1,0.004,0.010,0.009,NA,83,22,16.97,1.10,265.92,0.06,NA
NOVIEMBRE,28,2,0.009,0.008,0.006,0.84,59,21,16.15,1.69,233.03,0.06,NA
NOVIEMBRE,28,3,0.010,0.007,0.005,0.75,43,16,15.63,0.80,224.03,0.07,NA
NOVIEMBRE,28,4,0.012,0.008,0.005,0.72,32,12,15.90,0.42,122.15,0.07,NA
NOVIEMBRE,28,5,0.010,0.007,0.005,0.74,39,18,16.08,1.33,135.94,0.06,NA
NOVIEMBRE,28,6,0.005,0.008,0.006,0.8,40,25,15.02,1.49,173.83,0.06,NA
NOVIEMBRE,28,7,0.003,0.009,0.007,1.49,38,19,13.93,1.26,141.79,0.07,NA
NOVIEMBRE,28,8,0.003,0.011,0.009,2.53,60,18,14.00,0.69,152.89,0.40,NA
NOVIEMBRE,28,9,0.005,0.010,0.009,1.79,82,12,16.41,0.68,116.44,1.84,NA
NOVIEMBRE,28,10,0.012,0.009,0.008,1.43,75,17,18.59,1.57,158.86,3.38,NA
NOVIEMBRE,28,11,0.025,0.008,0.004,1,64,10,20.36,2.17,126.10,5.87,NA
NOVIEMBRE,28,12,0.031,0.008,0.004,0.91,42,8,22.36,2.14,152.21,7.93,NA
NOVIEMBRE,28,13,0.038,0.009,0.005,0.9,42,5,24.20,2.06,158.91,7.93,NA
NOVIEMBRE,28,14,0.039,0.009,0.004,0.88,44,8,25.06,2.16,150.42,8.27,NA
NOVIEMBRE,28,15,0.036,0.009,0.006,1.17,32,5,26.34,2.23,209.70,6.30,NA
NOVIEMBRE,28,16,0.038,0.009,0.006,0.99,35,12,26.35,1.83,241.13,3.98,NA
NOVIEMBRE,28,17,0.036,0.009,0.008,1.2,35,9,25.55,1.52,232.57,1.92,NA
NOVIEMBRE,28,18,0.028,0.009,0.010,1.41,43,16,24.30,1.46,213.40,0.52,NA
NOVIEMBRE,28,19,0.007,0.010,0.014,NA,49,19,23.05,1.33,196.78,0.07,NA
NOVIEMBRE,28,20,0.021,0.008,0.006,NA,109,16,21.24,2.91,61.53,0.06,NA
NOVIEMBRE,28,21,0.018,0.008,0.006,0.91,54,13,20.01,1.53,66.43,0.07,NA
NOVIEMBRE,28,22,0.023,0.007,0.004,0.73,48,10,19.07,2.19,68.81,0.06,NA
NOVIEMBRE,28,23,0.004,0.009,0.011,1.88,31,11,18.67,1.40,230.63,0.06,NA
NOVIEMBRE,29,0,0.004,0.009,0.010,1.41,73,15,17.99,1.66,234.16,0.06,NA
NOVIEMBRE,29,1,0.007,0.008,0.008,0.91,65,15,16.53,1.76,210.47,0.06,NA
NOVIEMBRE,29,2,0.009,0.008,0.006,0.67,44,11,15.81,1.63,264.54,0.07,NA
NOVIEMBRE,29,3,0.010,0.007,0.006,0.58,29,11,14.45,1.04,221.88,0.06,NA
NOVIEMBRE,29,4,0.007,0.007,0.005,0.58,21,9,13.76,0.74,245.52,0.06,NA
NOVIEMBRE,29,5,0.006,0.007,0.006,0.55,22,5,13.48,0.70,288.86,0.06,NA
NOVIEMBRE,29,6,0.004,0.007,0.006,0.63,18,13,12.83,0.87,263.15,0.06,NA
NOVIEMBRE,29,7,0.003,0.008,0.006,0.77,29,11,12.14,0.42,330.92,0.06,NA
NOVIEMBRE,29,8,0.003,0.010,0.007,1.7,31,13,12.65,0.68,158.29,0.39,NA
NOVIEMBRE,29,9,0.006,0.010,0.008,1.72,70,14,16.04,1.25,255.39,1.59,NA
NOVIEMBRE,29,10,0.009,0.009,0.008,1.62,56,10,17.76,1.97,229.69,2.53,NA
NOVIEMBRE,29,11,0.014,0.009,0.006,1.22,78,15,18.46,1.84,199.11,4.99,NA
NOVIEMBRE,29,12,0.026,0.009,0.004,0.97,53,3,22.04,2.72,151.82,7.53,NA
NOVIEMBRE,29,13,0.031,0.009,0.004,0.9,42,9,22.49,2.29,152.81,6.13,NA
NOVIEMBRE,29,14,0.032,0.009,0.005,0.94,41,2,23.50,2.43,179.38,6.36,NA
NOVIEMBRE,29,15,0.033,0.009,0.005,0.93,40,4,24.27,2.09,205.62,5.06,NA
NOVIEMBRE,29,16,0.033,0.009,0.006,0.94,38,8,24.40,2.38,201.97,3.34,NA
NOVIEMBRE,29,17,0.032,0.010,0.006,0.96,40,18,23.28,2.96,238.04,1.62,NA
NOVIEMBRE,29,18,0.031,0.009,0.006,NA,47,15,22.09,3.98,200.21,0.35,NA
NOVIEMBRE,29,19,0.025,0.009,0.006,1.13,76,34,18.02,3.26,144.37,0.06,NA
NOVIEMBRE,29,20,0.023,0.008,0.007,0.93,42,27,17.75,1.00,83.37,0.06,NA
NOVIEMBRE,29,21,0.021,0.008,0.007,0.84,32,16,17.99,0.25,100.37,0.06,NA
NOVIEMBRE,29,22,0.017,0.008,0.009,NA,41,22,18.25,0.68,127.60,0.06,NA
NOVIEMBRE,29,23,0.015,0.008,0.009,0.93,42,21,17.73,1.63,126.63,0.06,NA
NOVIEMBRE,30,0,0.012,0.008,0.008,0.82,38,20,15.95,1.51,128.72,0.06,NA
NOVIEMBRE,30,1,0.013,0.008,0.006,0.86,25,23,15.48,1.97,161.56,0.06,NA
NOVIEMBRE,30,2,0.018,0.008,0.003,0.72,19,11,15.06,0.68,161.17,0.06,NA
NOVIEMBRE,30,3,0.022,0.008,0.003,0.7,10,6,14.63,0.68,78.98,0.06,NA
NOVIEMBRE,30,4,0.019,0.008,0.004,0.69,10,5,14.75,0.15,154.47,0.06,NA
NOVIEMBRE,30,5,0.016,0.008,0.004,0.64,12,7,14.49,0.13,148.29,0.06,NA
NOVIEMBRE,30,6,0.010,0.008,0.007,0.76,15,11,14.27,0.13,136.33,0.06,NA
NOVIEMBRE,30,7,0.003,0.008,0.010,1,12,14,14.34,0.13,104.46,0.06,NA
NOVIEMBRE,30,8,0.002,0.010,0.010,NA,23,13,14.52,0.13,147.71,0.25,NA
NOVIEMBRE,30,9,0.005,0.012,0.010,2.2,36,19,15.39,0.16,137.08,1.28,NA
NOVIEMBRE,30,10,0.016,0.010,0.008,1.29,40,12,17.25,0.37,154.24,3.53,NA
NOVIEMBRE,30,11,0.025,0.009,0.006,0.98,36,5,19.36,1.68,193.33,4.74,NA
NOVIEMBRE,30,12,0.029,0.009,0.004,0.79,29,7,20.75,2.54,210.93,7.76,NA
NOVIEMBRE,30,13,0.030,0.009,0.003,0.61,32,5,22.37,5.34,227.88,9.05,NA
NOVIEMBRE,30,14,0.030,0.010,0.003,0.38,31,4,23.59,6.01,235.81,7.76,NA
NOVIEMBRE,30,15,0.026,0.010,0.004,NA,28,6,23.38,4.95,253.02,5.19,NA
NOVIEMBRE,30,16,0.026,0.010,0.006,NA,27,7,24.18,3.76,256.83,3.83,NA
NOVIEMBRE,30,17,0.029,0.009,0.005,NA,30,12,23.49,4.17,222.62,1.81,NA
NOVIEMBRE,30,18,0.022,0.009,0.005,0.45,32,16,21.44,3.77,188.73,0.42,NA
NOVIEMBRE,30,19,0.017,0.009,0.007,0.71,29,16,20.52,3.03,200.62,0.06,NA
NOVIEMBRE,30,20,0.014,0.009,0.008,0.99,28,16,19.52,2.58,223.59,0.06,NA
NOVIEMBRE,30,21,0.013,0.009,0.008,NA,30,18,18.62,2.73,236.54,0.06,NA
NOVIEMBRE,30,22,0.009,0.010,0.008,NA,39,14,17.77,0.86,221.78,0.06,NA
NOVIEMBRE,30,23,0.008,0.010,0.008,0.95,37,16,17.68,0.64,144.45,0.05,NA
